t,x,z,theta,xdot,zdot,thetadot,TWR,delta
12.168,43.93231251,131.2699261,-0.02698311679,-4.047943072,-11.54667819,0.01816442282,1.073463847,0.01297381517
12.169,43.92826457,131.2583795,-0.02696495236,-4.048090594,-11.54595855,0.01816169043,1.073461991,0.01297751204
12.17,43.92421648,131.2468335,-0.02694679067,-4.048237887,-11.54523891,0.01815895727,1.073460133,0.01298120628
12.171,43.92016824,131.2352883,-0.02692863172,-4.048384949,-11.5445193,0.01815622334,1.073458274,0.01298489789
12.172,43.91611985,131.2237437,-0.02691047549,-4.04853178,-11.54379969,0.01815348864,1.073456414,0.01298858688
12.173,43.91207132,131.2121999,-0.026892322,-4.048678381,-11.54308011,0.01815075316,1.073454554,0.01299227323
12.174,43.90802264,131.2006569,-0.02687417125,-4.048824752,-11.54236054,0.01814801691,1.073452692,0.01299595697
12.175,43.90397382,131.1891145,-0.02685602323,-4.048970893,-11.54164098,0.01814527989,1.073450829,0.01299963807
12.176,43.89992485,131.1775729,-0.02683787795,-4.049116804,-11.54092144,0.0181425421,1.073448965,0.01300331655
12.177,43.89587573,131.1660319,-0.02681973541,-4.049262484,-11.54020191,0.01813980354,1.0734471,0.01300699241
12.178,43.89182647,131.1544917,-0.02680159561,-4.049407935,-11.5394824,0.01813706421,1.073445235,0.01301066564
12.179,43.88777706,131.1429523,-0.02678345854,-4.049553156,-11.5387629,0.01813432411,1.073443368,0.01301433625
12.18,43.88372751,131.1314135,-0.02676532422,-4.049698147,-11.53804342,0.01813158324,1.0734415,0.01301800424
12.181,43.87967781,131.1198754,-0.02674719264,-4.049842908,-11.53732396,0.01812884161,1.073439631,0.0130216696
12.182,43.87562797,131.1083381,-0.0267290638,-4.049987439,-11.5366045,0.01812609921,1.073437762,0.01302533235
12.183,43.87157798,131.0968015,-0.0267109377,-4.050131741,-11.53588507,0.01812335604,1.073435891,0.01302899247
12.184,43.86752785,131.0852656,-0.02669281434,-4.050275813,-11.53516565,0.01812061211,1.073434019,0.01303264998
12.185,43.86347757,131.0737305,-0.02667469373,-4.050419655,-11.53444624,0.01811786741,1.073432146,0.01303630486
12.186,43.85942715,131.062196,-0.02665657586,-4.050563268,-11.53372685,0.01811512194,1.073430272,0.01303995713
12.187,43.85537659,131.0506623,-0.02663846074,-4.050706651,-11.53300748,0.01811237571,1.073428398,0.01304360678
12.188,43.85132588,131.0391293,-0.02662034836,-4.050849805,-11.53228812,0.01810962872,1.073426522,0.01304725382
12.189,43.84727503,131.027597,-0.02660223873,-4.05099273,-11.53156877,0.01810688097,1.073424645,0.01305089823
12.19,43.84322404,131.0160654,-0.02658413185,-4.051135425,-11.53084945,0.01810413245,1.073422767,0.01305454003
12.191,43.8391729,131.0045346,-0.02656602772,-4.051277891,-11.53013013,0.01810138317,1.073420888,0.01305817922
12.192,43.83512163,130.9930045,-0.02654792634,-4.051420128,-11.52941083,0.01809863313,1.073419009,0.01306181579
12.193,43.83107021,130.981475,-0.02652982771,-4.051562135,-11.52869155,0.01809588232,1.073417128,0.01306544975
12.194,43.82701864,130.9699463,-0.02651173182,-4.051703914,-11.52797228,0.01809313076,1.073415246,0.0130690811
12.195,43.82296694,130.9584184,-0.02649363869,-4.051845464,-11.52725303,0.01809037844,1.073413363,0.01307270983
12.196,43.8189151,130.9468911,-0.02647554831,-4.051986784,-11.52653379,0.01808762535,1.07341148,0.01307633595
12.197,43.81486311,130.9353646,-0.02645746069,-4.052127876,-11.52581457,0.01808487151,1.073409595,0.01307995947
12.198,43.81081098,130.9238388,-0.02643937582,-4.052268739,-11.52509537,0.01808211691,1.073407709,0.01308358037
12.199,43.80675871,130.9123137,-0.0264212937,-4.052409373,-11.52437618,0.01807936155,1.073405822,0.01308719866
12.2,43.8027063,130.9007893,-0.02640321434,-4.052549778,-11.523657,0.01807660544,1.073403935,0.01309081434
12.201,43.79865375,130.8892656,-0.02638513773,-4.052689955,-11.52293784,0.01807384857,1.073402046,0.01309442742
12.202,43.79460106,130.8777427,-0.02636706388,-4.052829903,-11.5222187,0.01807109094,1.073400156,0.01309803788
12.203,43.79054823,130.8662205,-0.02634899279,-4.052969622,-11.52149957,0.01806833256,1.073398265,0.01310164574
12.204,43.78649526,130.854699,-0.02633092446,-4.053109113,-11.52078046,0.01806557342,1.073396374,0.013105251
12.205,43.78244215,130.8431782,-0.02631285889,-4.053248376,-11.52006136,0.01806281353,1.073394481,0.01310885365
12.206,43.77838891,130.8316581,-0.02629479607,-4.05338741,-11.51934228,0.01806005289,1.073392587,0.01311245369
12.207,43.77433552,130.8201388,-0.02627673602,-4.053526216,-11.51862321,0.01805729149,1.073390693,0.01311605113
12.208,43.77028199,130.8086202,-0.02625867873,-4.053664793,-11.51790416,0.01805452934,1.073388797,0.01311964596
12.209,43.76622833,130.7971023,-0.0262406242,-4.053803143,-11.51718512,0.01805176643,1.0733869,0.0131232382
12.21,43.76217452,130.7855851,-0.02622257243,-4.053941264,-11.51646611,0.01804900278,1.073385003,0.01312682783
12.211,43.75812058,130.7740686,-0.02620452343,-4.054079157,-11.5157471,0.01804623837,1.073383104,0.01313041486
12.212,43.7540665,130.7625529,-0.02618647719,-4.054216822,-11.51502811,0.01804347321,1.073381205,0.01313399929
12.213,43.75001229,130.7510379,-0.02616843372,-4.054354259,-11.51430914,0.01804070731,1.073379304,0.01313758112
12.214,43.74595793,130.7395235,-0.02615039301,-4.054491468,-11.51359018,0.01803794065,1.073377402,0.01314116035
12.215,43.74190344,130.72801,-0.02613235507,-4.054628449,-11.51287124,0.01803517325,1.0733755,0.01314473698
12.216,43.73784881,130.7164971,-0.0261143199,-4.054765202,-11.51215232,0.01803240509,1.073373596,0.01314831101
12.217,43.73379405,130.7049849,-0.02609628749,-4.054901728,-11.51143341,0.01802963619,1.073371692,0.01315188244
12.218,43.72973915,130.6934735,-0.02607825786,-4.055038026,-11.51071451,0.01802686655,1.073369786,0.01315545128
12.219,43.72568411,130.6819628,-0.02606023099,-4.055174096,-11.50999563,0.01802409615,1.07336788,0.01315901752
12.22,43.72162893,130.6704528,-0.02604220689,-4.055309939,-11.50927677,0.01802132501,1.073365972,0.01316258117
12.221,43.71757362,130.6589435,-0.02602418557,-4.055445554,-11.50855792,0.01801855313,1.073364064,0.01316614222
12.222,43.71351818,130.647435,-0.02600616702,-4.055580941,-11.50783909,0.01801578049,1.073362154,0.01316970068
12.223,43.7094626,130.6359271,-0.02598815124,-4.055716102,-11.50712028,0.01801300712,1.073360244,0.01317325654
12.224,43.70540688,130.62442,-0.02597013823,-4.055851035,-11.50640148,0.018010233,1.073358332,0.01317680981
12.225,43.70135103,130.6129136,-0.025952128,-4.05598574,-11.5056827,0.01800745814,1.07335642,0.01318036049
12.226,43.69729504,130.6014079,-0.02593412054,-4.056120218,-11.50496393,0.01800468253,1.073354507,0.01318390858
12.227,43.69323892,130.5899029,-0.02591611585,-4.056254469,-11.50424518,0.01800190619,1.073352592,0.01318745408
12.228,43.68918267,130.5783987,-0.02589811395,-4.056388493,-11.50352644,0.0179991291,1.073350677,0.01319099698
12.229,43.68512628,130.5668952,-0.02588011482,-4.05652229,-11.50280772,0.01799635127,1.073348761,0.0131945373
12.23,43.68106976,130.5553924,-0.02586211847,-4.05665586,-11.50208902,0.0179935727,1.073346843,0.01319807503
12.231,43.6770131,130.5438903,-0.0258441249,-4.056789203,-11.50137033,0.01799079339,1.073344925,0.01320161017
12.232,43.67295631,130.5323889,-0.0258261341,-4.056922319,-11.50065166,0.01798801334,1.073343006,0.01320514272
12.233,43.66889939,130.5208883,-0.02580814609,-4.057055208,-11.499933,0.01798523255,1.073341086,0.01320867269
12.234,43.66484234,130.5093883,-0.02579016086,-4.05718787,-11.49921436,0.01798245102,1.073339164,0.01321220007
12.235,43.66078515,130.4978891,-0.02577217841,-4.057320306,-11.49849573,0.01797966875,1.073337242,0.01321572487
12.236,43.65672783,130.4863906,-0.02575419874,-4.057452515,-11.49777713,0.01797688575,1.073335319,0.01321924708
12.237,43.65267038,130.4748928,-0.02573622185,-4.057584497,-11.49705853,0.01797410201,1.073333395,0.0132227667
12.238,43.64861279,130.4633958,-0.02571824775,-4.057716253,-11.49633996,0.01797131754,1.07333147,0.01322628375
12.239,43.64455508,130.4518994,-0.02570027643,-4.057847782,-11.4956214,0.01796853233,1.073329544,0.01322979821
12.24,43.64049723,130.4404038,-0.0256823079,-4.057979085,-11.49490285,0.01796574638,1.073327617,0.01323331008
12.241,43.63643925,130.4289089,-0.02566434215,-4.058110161,-11.49418433,0.0179629597,1.073325689,0.01323681938
12.242,43.63238114,130.4174147,-0.02564637919,-4.058241012,-11.49346581,0.01796017229,1.07332376,0.0132403261
12.243,43.6283229,130.4059213,-0.02562841902,-4.058371635,-11.49274732,0.01795738414,1.07332183,0.01324383023
12.244,43.62426453,130.3944285,-0.02561046164,-4.058502033,-11.49202884,0.01795459526,1.073319899,0.01324733179
12.245,43.62020602,130.3829365,-0.02559250704,-4.058632204,-11.49131037,0.01795180565,1.073317967,0.01325083077
12.246,43.61614739,130.3714452,-0.02557455524,-4.05876215,-11.49059193,0.0179490153,1.073316034,0.01325432716
12.247,43.61208863,130.3599546,-0.02555660622,-4.058891869,-11.4898735,0.01794622423,1.0733141,0.01325782099
12.248,43.60802974,130.3484647,-0.02553866,-4.059021362,-11.48915508,0.01794343242,1.073312165,0.01326131223
12.249,43.60397072,130.3369756,-0.02552071656,-4.059150629,-11.48843668,0.01794063989,1.07331023,0.0132648009
12.25,43.59991157,130.3254871,-0.02550277592,-4.059279671,-11.4877183,0.01793784662,1.073308293,0.013268287
12.251,43.59585229,130.3139994,-0.02548483808,-4.059408486,-11.48699993,0.01793505262,1.073306355,0.01327177052
12.252,43.59179288,130.3025124,-0.02546690302,-4.059537076,-11.48628158,0.0179322579,1.073304416,0.01327525146
12.253,43.58773334,130.2910261,-0.02544897077,-4.05966544,-11.48556325,0.01792946245,1.073302477,0.01327872983
12.254,43.58367367,130.2795406,-0.0254310413,-4.059793579,-11.48484493,0.01792666627,1.073300536,0.01328220563
12.255,43.57961388,130.2680557,-0.02541311464,-4.059921492,-11.48412663,0.01792386937,1.073298594,0.01328567886
12.256,43.57555396,130.2565716,-0.02539519077,-4.060049179,-11.48340835,0.01792107173,1.073296652,0.01328914951
12.257,43.57149391,130.2450882,-0.0253772697,-4.060176641,-11.48269008,0.01791827338,1.073294708,0.0132926176
12.258,43.56743373,130.2336055,-0.02535935142,-4.060303877,-11.48197182,0.01791547429,1.073292764,0.01329608311
12.259,43.56337343,130.2221235,-0.02534143595,-4.060430889,-11.48125359,0.01791267449,1.073290818,0.01329954606
12.26,43.559313,130.2106423,-0.02532352327,-4.060557674,-11.48053537,0.01790987396,1.073288872,0.01330300644
12.261,43.55525244,130.1991617,-0.0253056134,-4.060684235,-11.47981717,0.0179070727,1.073286925,0.01330646425
12.262,43.55119176,130.1876819,-0.02528770633,-4.06081057,-11.47909898,0.01790427072,1.073284976,0.01330991949
12.263,43.54713095,130.1762028,-0.02526980206,-4.06093668,-11.47838081,0.01790146802,1.073283027,0.01331337216
12.264,43.54307001,130.1647244,-0.02525190059,-4.061062566,-11.47766265,0.0178986646,1.073281077,0.01331682227
12.265,43.53900895,130.1532468,-0.02523400192,-4.061188226,-11.47694452,0.01789586046,1.073279125,0.01332026981
12.266,43.53494776,130.1417698,-0.02521610606,-4.061313661,-11.4762264,0.01789305559,1.073277173,0.01332371479
12.267,43.53088645,130.1302936,-0.02519821301,-4.061438871,-11.47550829,0.01789025001,1.07327522,0.01332715721
12.268,43.52682501,130.1188181,-0.02518032276,-4.061563856,-11.4747902,0.0178874437,1.073273266,0.01333059706
12.269,43.52276344,130.1073433,-0.02516243531,-4.061688617,-11.47407213,0.01788463668,1.073271311,0.01333403435
12.27,43.51870175,130.0958692,-0.02514455068,-4.061813153,-11.47335408,0.01788182894,1.073269355,0.01333746908
12.271,43.51463994,130.0843959,-0.02512666885,-4.061937464,-11.47263604,0.01787902048,1.073267398,0.01334090124
12.272,43.510578,130.0729232,-0.02510878983,-4.062061551,-11.47191802,0.0178762113,1.07326544,0.01334433085
12.273,43.50651594,130.0614513,-0.02509091362,-4.062185413,-11.47120001,0.01787340141,1.073263481,0.01334775789
12.274,43.50245376,130.0499801,-0.02507304022,-4.06230905,-11.47048202,0.01787059079,1.073261521,0.01335118238
12.275,43.49839145,130.0385096,-0.02505516962,-4.062432463,-11.46976405,0.01786777947,1.07325956,0.0133546043
12.276,43.49432901,130.0270399,-0.02503730185,-4.062555652,-11.46904609,0.01786496742,1.073257599,0.01335802367
12.277,43.49026646,130.0155708,-0.02501943688,-4.062678616,-11.46832816,0.01786215467,1.073255636,0.01336144048
12.278,43.48620378,130.0041025,-0.02500157472,-4.062801356,-11.46761023,0.0178593412,1.073253672,0.01336485474
12.279,43.48214098,129.9926349,-0.02498371538,-4.062923872,-11.46689233,0.01785652701,1.073251707,0.01336826643
12.28,43.47807806,129.981168,-0.02496585886,-4.063046164,-11.46617444,0.01785371211,1.073249742,0.01337167558
12.281,43.47401501,129.9697018,-0.02494800514,-4.063168231,-11.46545657,0.0178508965,1.073247775,0.01337508217
12.282,43.46995184,129.9582364,-0.02493015425,-4.063290075,-11.46473871,0.01784808018,1.073245808,0.0133784862
12.283,43.46588855,129.9467716,-0.02491230617,-4.063411694,-11.46402087,0.01784526314,1.073243839,0.01338188768
12.284,43.46182514,129.9353076,-0.0248944609,-4.06353309,-11.46330305,0.0178424454,1.07324187,0.01338528661
12.285,43.45776161,129.9238443,-0.02487661846,-4.063654262,-11.46258524,0.01783962694,1.0732399,0.01338868299
12.286,43.45369795,129.9123817,-0.02485877883,-4.063775209,-11.46186746,0.01783680777,1.073237928,0.01339207681
12.287,43.44963418,129.9009198,-0.02484094202,-4.063895934,-11.46114968,0.0178339879,1.073235956,0.01339546809
12.288,43.44557028,129.8894587,-0.02482310804,-4.064016434,-11.46043193,0.01783116731,1.073233983,0.01339885681
12.289,43.44150626,129.8779983,-0.02480527687,-4.064136711,-11.45971419,0.01782834602,1.073232009,0.01340224299
12.29,43.43744213,129.8665385,-0.02478744852,-4.064256764,-11.45899647,0.01782552402,1.073230033,0.01340562661
12.291,43.43337787,129.8550796,-0.024769623,-4.064376594,-11.45827876,0.01782270131,1.073228057,0.01340900769
12.292,43.42931349,129.8436213,-0.0247518003,-4.0644962,-11.45756108,0.0178198779,1.07322608,0.01341238622
12.293,43.425249,129.8321637,-0.02473398042,-4.064615582,-11.45684341,0.01781705378,1.073224102,0.01341576221
12.294,43.42118438,129.8207069,-0.02471616336,-4.064734742,-11.45612575,0.01781422895,1.073222123,0.01341913564
12.295,43.41711965,129.8092507,-0.02469834914,-4.064853678,-11.45540811,0.01781140342,1.073220144,0.01342250654
12.296,43.41305479,129.7977953,-0.02468053773,-4.064972391,-11.45469049,0.01780857718,1.073218163,0.01342587489
12.297,43.40898982,129.7863406,-0.02466272916,-4.06509088,-11.45397289,0.01780575024,1.073216181,0.01342924069
12.298,43.40492473,129.7748867,-0.02464492341,-4.065209147,-11.4532553,0.0178029226,1.073214198,0.01343260395
12.299,43.40085952,129.7634334,-0.02462712048,-4.06532719,-11.45253773,0.01780009425,1.073212215,0.01343596467
12.3,43.39679419,129.7519809,-0.02460932039,-4.065445011,-11.45182018,0.01779726521,1.07321023,0.01343932285
12.301,43.39272875,129.7405291,-0.02459152312,-4.065562608,-11.45110265,0.01779443545,1.073208244,0.01344267848
12.302,43.38866319,129.729078,-0.02457372869,-4.065679983,-11.45038513,0.017791605,1.073206258,0.01344603157
12.303,43.38459751,129.7176276,-0.02455593708,-4.065797134,-11.44966763,0.01778877385,1.073204271,0.01344938213
12.304,43.38053171,129.7061779,-0.02453814831,-4.065914063,-11.44895014,0.017785942,1.073202282,0.01345273014
12.305,43.3764658,129.694729,-0.02452036237,-4.066030769,-11.44823267,0.01778310945,1.073200293,0.01345607562
12.306,43.37239976,129.6832807,-0.02450257926,-4.066147253,-11.44751522,0.01778027619,1.073198303,0.01345941856
12.307,43.36833362,129.6718332,-0.02448479898,-4.066263514,-11.44679779,0.01777744225,1.073196311,0.01346275896
12.308,43.36426735,129.6603864,-0.02446702154,-4.066379552,-11.44608037,0.0177746076,1.073194319,0.01346609682
12.309,43.36020097,129.6489403,-0.02444924693,-4.066495368,-11.44536297,0.01777177225,1.073192326,0.01346943215
12.31,43.35613448,129.637495,-0.02443147516,-4.066610961,-11.44464559,0.01776893621,1.073190332,0.01347276494
12.311,43.35206787,129.6260503,-0.02441370622,-4.066726332,-11.44392823,0.01776609947,1.073188337,0.0134760952
12.312,43.34800114,129.6146064,-0.02439594012,-4.066841481,-11.44321088,0.01776326204,1.073186341,0.01347942293
12.313,43.3439343,129.6031632,-0.02437817686,-4.066956407,-11.44249355,0.01776042391,1.073184344,0.01348274812
12.314,43.33986734,129.5917207,-0.02436041644,-4.067071111,-11.44177624,0.01775758508,1.073182347,0.01348607077
12.315,43.33580027,129.5802789,-0.02434265885,-4.067185593,-11.44105894,0.01775474556,1.073180348,0.0134893909
12.316,43.33173309,129.5688379,-0.02432490411,-4.067299853,-11.44034166,0.01775190535,1.073178348,0.0134927085
12.317,43.32766579,129.5573975,-0.0243071522,-4.067413891,-11.4396244,0.01774906444,1.073176348,0.01349602356
12.318,43.32359837,129.5459579,-0.02428940314,-4.067527707,-11.43890715,0.01774622284,1.073174346,0.01349933609
12.319,43.31953085,129.534519,-0.02427165691,-4.067641301,-11.43818993,0.01774338055,1.073172344,0.0135026461
12.32,43.3154632,129.5230808,-0.02425391353,-4.067754673,-11.43747272,0.01774053757,1.07317034,0.01350595357
12.321,43.31139545,129.5116433,-0.024236173,-4.067867823,-11.43675552,0.0177376939,1.073168336,0.01350925852
12.322,43.30732758,129.5002066,-0.0242184353,-4.067980751,-11.43603835,0.01773484953,1.073166331,0.01351256094
12.323,43.3032596,129.4887705,-0.02420070045,-4.068093458,-11.43532119,0.01773200448,1.073164324,0.01351586084
12.324,43.29919151,129.4773352,-0.02418296845,-4.068205943,-11.43460405,0.01772915874,1.073162317,0.0135191582
12.325,43.2951233,129.4659006,-0.02416523929,-4.068318207,-11.43388692,0.0177263123,1.073160309,0.01352245304
12.326,43.29105498,129.4544667,-0.02414751298,-4.068430249,-11.43316982,0.01772346518,1.0731583,0.01352574536
12.327,43.28698655,129.4430335,-0.02412978951,-4.068542069,-11.43245273,0.01772061738,1.07315629,0.01352903516
12.328,43.28291801,129.4316011,-0.02411206889,-4.068653668,-11.43173566,0.01771776888,1.073154279,0.01353232243
12.329,43.27884936,129.4201694,-0.02409435113,-4.068765046,-11.4310186,0.0177149197,1.073152268,0.01353560717
12.33,43.27478059,129.4087383,-0.02407663621,-4.068876202,-11.43030157,0.01771206983,1.073150255,0.0135388894
12.331,43.27071172,129.397308,-0.02405892414,-4.068987137,-11.42958455,0.01770921928,1.073148241,0.0135421691
12.332,43.26664273,129.3858784,-0.02404121492,-4.069097851,-11.42886754,0.01770636804,1.073146227,0.01354544629
12.333,43.26257363,129.3744496,-0.02402350855,-4.069208344,-11.42815056,0.01770351611,1.073144211,0.01354872095
12.334,43.25850442,129.3630214,-0.02400580503,-4.069318616,-11.42743359,0.0177006635,1.073142195,0.01355199309
12.335,43.2544351,129.351594,-0.02398810437,-4.069428667,-11.42671664,0.01769781021,1.073140177,0.01355526272
12.336,43.25036568,129.3401673,-0.02397040656,-4.069538497,-11.42599971,0.01769495624,1.073138159,0.01355852983
12.337,43.24629614,129.3287413,-0.0239527116,-4.069648106,-11.4252828,0.01769210158,1.07313614,0.01356179442
12.338,43.24222649,129.317316,-0.0239350195,-4.069757494,-11.4245659,0.01768924624,1.073134119,0.01356505649
12.339,43.23815673,129.3058914,-0.02391733025,-4.069866661,-11.42384902,0.01768639022,1.073132098,0.01356831605
12.34,43.23408686,129.2944676,-0.02389964386,-4.069975607,-11.42313216,0.01768353352,1.073130076,0.01357157309
12.341,43.23001689,129.2830444,-0.02388196033,-4.070084333,-11.42241531,0.01768067614,1.073128053,0.01357482761
12.342,43.22594681,129.271622,-0.02386427966,-4.070192838,-11.42169848,0.01767781808,1.073126029,0.01357807963
12.343,43.22187661,129.2602003,-0.02384660184,-4.070301123,-11.42098168,0.01767495934,1.073124005,0.01358132913
12.344,43.21780631,129.2487794,-0.02382892688,-4.070409187,-11.42026488,0.01767209992,1.073121979,0.01358457611
12.345,43.2137359,129.2373591,-0.02381125478,-4.070517031,-11.41954811,0.01766923982,1.073119952,0.01358782059
12.346,43.20966538,129.2259395,-0.02379358554,-4.070624654,-11.41883135,0.01766637905,1.073117925,0.01359106255
12.347,43.20559476,129.2145207,-0.02377591916,-4.070732057,-11.41811461,0.01766351759,1.073115896,0.013594302
12.348,43.20152403,129.2031026,-0.02375825564,-4.07083924,-11.41739789,0.01766065546,1.073113867,0.01359753894
12.349,43.19745319,129.1916852,-0.02374059499,-4.070946203,-11.41668119,0.01765779266,1.073111836,0.01360077338
12.35,43.19338224,129.1802685,-0.02372293719,-4.071052945,-11.4159645,0.01765492918,1.073109805,0.0136040053
12.351,43.18931119,129.1688525,-0.02370528226,-4.071159467,-11.41524783,0.01765206502,1.073107773,0.01360723472
12.352,43.18524003,129.1574373,-0.0236876302,-4.07126577,-11.41453118,0.01764920019,1.07310574,0.01361046162
12.353,43.18116876,129.1460228,-0.023669981,-4.071371852,-11.41381455,0.01764633469,1.073103706,0.01361368603
12.354,43.17709739,129.134609,-0.02365233466,-4.071477714,-11.41309794,0.01764346851,1.073101671,0.01361690792
12.355,43.17302591,129.1231959,-0.0236346912,-4.071583357,-11.41238134,0.01764060166,1.073099635,0.01362012731
12.356,43.16895433,129.1117835,-0.02361705059,-4.071688779,-11.41166476,0.01763773414,1.073097598,0.0136233442
12.357,43.16488264,129.1003718,-0.02359941286,-4.071793982,-11.4109482,0.01763486595,1.07309556,0.01362655858
12.358,43.16081085,129.0889609,-0.02358177799,-4.071898965,-11.41023165,0.01763199708,1.073093522,0.01362977046
12.359,43.15673895,129.0775506,-0.023564146,-4.072003729,-11.40951513,0.01762912755,1.073091482,0.01363297983
12.36,43.15266695,129.0661411,-0.02354651687,-4.072108273,-11.40879862,0.01762625734,1.073089442,0.0136361867
12.361,43.14859484,129.0547323,-0.02352889061,-4.072212597,-11.40808213,0.01762338646,1.0730874,0.01363939108
12.362,43.14452263,129.0433242,-0.02351126723,-4.072316702,-11.40736566,0.01762051492,1.073085358,0.01364259295
12.363,43.14045031,129.0319169,-0.02349364671,-4.072420588,-11.4066492,0.01761764271,1.073083315,0.01364579232
12.364,43.13637789,129.0205102,-0.02347602907,-4.072524254,-11.40593276,0.01761476982,1.073081271,0.01364898919
12.365,43.13230536,129.0091043,-0.0234584143,-4.072627701,-11.40521635,0.01761189627,1.073079226,0.01365218356
12.366,43.12823274,128.9976991,-0.0234408024,-4.072730928,-11.40449994,0.01760902206,1.07307718,0.01365537544
12.367,43.12416001,128.9862946,-0.02342319338,-4.072833937,-11.40378356,0.01760614718,1.073075133,0.01365856481
12.368,43.12008717,128.9748908,-0.02340558723,-4.072936726,-11.4030672,0.01760327163,1.073073085,0.01366175169
12.369,43.11601423,128.9634877,-0.02338798396,-4.073039296,-11.40235085,0.01760039541,1.073071036,0.01366493608
12.37,43.1119412,128.9520854,-0.02337038357,-4.073141648,-11.40163452,0.01759751854,1.073068987,0.01366811796
12.371,43.10786805,128.9406837,-0.02335278605,-4.07324378,-11.40091821,0.01759464099,1.073066936,0.01367129736
12.372,43.10379481,128.9292828,-0.02333519141,-4.073345693,-11.40020191,0.01759176278,1.073064885,0.01367447426
12.373,43.09972146,128.9178826,-0.02331759964,-4.073447388,-11.39948564,0.01758888391,1.073062833,0.01367764866
12.374,43.09564802,128.9064831,-0.02330001076,-4.073548863,-11.39876938,0.01758600438,1.073060779,0.01368082057
12.375,43.09157447,128.8950844,-0.02328242475,-4.07365012,-11.39805314,0.01758312419,1.073058725,0.01368399
12.376,43.08750082,128.8836863,-0.02326484163,-4.073751159,-11.39733692,0.01758024333,1.07305667,0.01368715692
12.377,43.08342707,128.872289,-0.02324726139,-4.073851979,-11.39662072,0.01757736181,1.073054614,0.01369032136
12.378,43.07935321,128.8608924,-0.02322968403,-4.07395258,-11.39590453,0.01757447963,1.073052557,0.01369348331
12.379,43.07527926,128.8494964,-0.02321210955,-4.074052962,-11.39518837,0.01757159679,1.073050499,0.01369664277
12.38,43.07120521,128.8381013,-0.02319453795,-4.074153127,-11.39447222,0.0175687133,1.073048441,0.01369979974
12.381,43.06713106,128.8267068,-0.02317696924,-4.074253073,-11.39375609,0.01756582914,1.073046381,0.01370295422
12.382,43.0630568,128.815313,-0.02315940341,-4.0743528,-11.39303997,0.01756294432,1.07304432,0.01370610622
12.383,43.05898245,128.80392,-0.02314184046,-4.074452309,-11.39232388,0.01756005885,1.073042259,0.01370925572
12.384,43.054908,128.7925277,-0.0231242804,-4.0745516,-11.3916078,0.01755717272,1.073040197,0.01371240274
12.385,43.05083345,128.7811361,-0.02310672323,-4.074650673,-11.39089175,0.01755428593,1.073038133,0.01371554728
12.386,43.0467588,128.7697452,-0.02308916894,-4.074749528,-11.39017571,0.01755139848,1.073036069,0.01371868933
12.387,43.04268405,128.758355,-0.02307161755,-4.074848165,-11.38945968,0.01754851038,1.073034004,0.0137218289
12.388,43.0386092,128.7469655,-0.02305406904,-4.074946584,-11.38874368,0.01754562163,1.073031938,0.01372496598
12.389,43.03453425,128.7355768,-0.02303652341,-4.075044784,-11.3880277,0.01754273222,1.073029871,0.01372810058
12.39,43.03045921,128.7241888,-0.02301898068,-4.075142767,-11.38731173,0.01753984215,1.073027804,0.0137312327
12.391,43.02638406,128.7128014,-0.02300144084,-4.075240533,-11.38659578,0.01753695143,1.073025735,0.01373436233
12.392,43.02230882,128.7014149,-0.02298390389,-4.07533808,-11.38587985,0.01753406006,1.073023665,0.01373748949
12.393,43.01823348,128.690029,-0.02296636983,-4.07543541,-11.38516394,0.01753116804,1.073021595,0.01374061416
12.394,43.01415805,128.6786438,-0.02294883866,-4.075532522,-11.38444804,0.01752827536,1.073019523,0.01374373636
12.395,43.01008252,128.6672594,-0.02293131038,-4.075629416,-11.38373217,0.01752538203,1.073017451,0.01374685607
12.396,43.00600689,128.6558756,-0.022913785,-4.075726093,-11.38301631,0.01752248805,1.073015378,0.01374997331
12.397,43.00193116,128.6444926,-0.02289626251,-4.075822553,-11.38230047,0.01751959342,1.073013304,0.01375308807
12.398,42.99785534,128.6331103,-0.02287874292,-4.075918795,-11.38158465,0.01751669814,1.073011229,0.01375620036
12.399,42.99377942,128.6217287,-0.02286122622,-4.07601482,-11.38086885,0.01751380221,1.073009153,0.01375931016
12.4,42.98970341,128.6103479,-0.02284371242,-4.076110627,-11.38015306,0.01751090563,1.073007076,0.0137624175
12.401,42.98562729,128.5989677,-0.02282620152,-4.076206217,-11.3794373,0.0175080084,1.073004998,0.01376552235
12.402,42.98155109,128.5875883,-0.02280869351,-4.07630159,-11.37872155,0.01750511053,1.07300292,0.01376862474
12.403,42.97747479,128.5762095,-0.0227911884,-4.076396746,-11.37800582,0.017502212,1.07300084,0.01377172464
12.404,42.97339839,128.5648315,-0.02277368618,-4.076491685,-11.37729011,0.01749931283,1.07299876,0.01377482208
12.405,42.9693219,128.5534542,-0.02275618687,-4.076586407,-11.37657442,0.01749641302,1.072996679,0.01377791704
12.406,42.96524531,128.5420777,-0.02273869046,-4.076680912,-11.37585875,0.01749351256,1.072994597,0.01378100954
12.407,42.96116863,128.5307018,-0.02272119695,-4.0767752,-11.37514309,0.01749061145,1.072992513,0.01378409956
12.408,42.95709186,128.5193267,-0.02270370633,-4.076869271,-11.37442746,0.0174877097,1.072990429,0.01378718711
