t,x,z,theta,xdot,zdot,thetadot,TWR,delta
0,20,300,0.03490658504,5,-10,0,0.6893897628,0.1745329252
0.001,20.005,299.99,0.03490658504,5.001406089,-10.00319487,-2.348735235e-05,0.6895295777,0.1745329252
0.002,20.01000141,299.9799968,0.03490656155,5.002812463,-10.0063884,-4.697946817e-05,0.6896693542,0.1745329252
0.003,20.01500422,299.9699904,0.03490651457,5.004219122,-10.00958059,-7.047634614e-05,0.6898090923,0.1745329252
0.004,20.02000844,299.9599808,0.0349064441,5.005626065,-10.01277144,-9.397798495e-05,0.689948792,0.1745329252
0.005,20.02501406,299.9499681,0.03490635012,5.007033293,-10.01596095,-0.0001174843833,0.6900884533,0.1745329252
0.006,20.0300211,299.9399521,0.03490623263,5.008440806,-10.01914912,-0.0001409955399,0.6902280763,0.1745329252
0.007,20.03502954,299.929933,0.03490609164,5.009848602,-10.02233594,-0.0001645114534,0.6903676608,0.1745329252
0.008,20.04003939,299.9199106,0.03490592713,5.011256682,-10.02552143,-0.0001880321225,0.690507207,0.1745329252
0.009,20.04505064,299.9098851,0.0349057391,5.012665046,-10.02870558,-0.0002115575459,0.6906467149,0.1745329252
0.01,20.05006331,299.8998564,0.03490552754,5.014073692,-10.03188839,-0.0002350877224,0.6907861844,0.1745329252
0.011,20.05507738,299.8898245,0.03490529245,5.015482622,-10.03506986,-0.0002586226505,0.6909256156,0.1745329252
0.012,20.06009286,299.8797894,0.03490503383,5.016891835,-10.03825,-0.000282162329,0.6910650085,0.1745329252
0.013,20.06510976,299.8697512,0.03490475166,5.018301331,-10.04142879,-0.0003057067566,0.691204363,0.1745329252
0.014,20.07012806,299.8597098,0.03490444596,5.019711108,-10.04460625,-0.0003292559319,0.6913436793,0.1745329252
0.015,20.07514777,299.8496651,0.0349041167,5.021121168,-10.04778237,-0.0003528098538,0.6914829572,0.1745329252
0.016,20.08016889,299.8396174,0.03490376389,5.02253151,-10.05095715,-0.0003763685208,0.6916221969,0.1745329252
0.017,20.08519142,299.8295664,0.03490338752,5.023942133,-10.0541306,-0.0003999319317,0.6917613982,0.1745329252
0.018,20.09021536,299.8195123,0.03490298759,5.025353038,-10.05730271,-0.0004235000851,0.6919005613,0.1745329252
0.019,20.09524072,299.809455,0.03490256409,5.026764224,-10.06047348,-0.0004470729798,0.6920396862,0.1745329252
0.02,20.10026748,299.7993945,0.03490211702,5.028175691,-10.06364292,-0.0004706506144,0.6921787728,0.1745329252
0.021,20.10529566,299.7893309,0.03490164637,5.029587439,-10.06681103,-0.0004942329877,0.6923178211,0.1745329252
0.022,20.11032524,299.779264,0.03490115214,5.030999467,-10.06997779,-0.0005178200984,0.6924568312,0.1745329252
0.023,20.11535624,299.7691941,0.03490063432,5.032411775,-10.07314323,-0.000541411945,0.6925958031,0.1745329252
0.024,20.12038866,299.7591209,0.0349000929,5.033824363,-10.07630733,-0.0005650085265,0.6927347367,0.1745329252
0.025,20.12542248,299.7490446,0.03489952789,5.035237231,-10.07947009,-0.0005886098413,0.6928736322,0.1745329252
0.026,20.13045772,299.7389651,0.03489893928,5.036650379,-10.08263153,-0.0006122158883,0.6930124894,0.1745329252
0.027,20.13549437,299.7288825,0.03489832707,5.038063806,-10.08579163,-0.0006358266661,0.6931513084,0.1745329252
0.028,20.14053243,299.7187967,0.03489769124,5.039477512,-10.08895039,-0.0006594421735,0.6932900893,0.1745329252
0.029,20.14557191,299.7087078,0.0348970318,5.040891497,-10.09210783,-0.0006830624091,0.693428832,0.1745329252
0.03,20.1506128,299.6986157,0.03489634874,5.04230576,-10.09526393,-0.0007066873716,0.6935675365,0.1745329252
0.031,20.15565511,299.6885204,0.03489564205,5.043720302,-10.0984187,-0.0007303170597,0.6937062028,0.1745329252
0.032,20.16069883,299.678422,0.03489491173,5.045135122,-10.10157213,-0.0007539514722,0.693844831,0.1745329252
0.033,20.16574396,299.6683204,0.03489415778,5.046550219,-10.10472424,-0.0007775906077,0.6939834211,0.1745329252
0.034,20.17079051,299.6582157,0.03489338019,5.047965595,-10.10787502,-0.000801234465,0.694121973,0.1745329252
0.035,20.17583848,299.6481078,0.03489257896,5.049381247,-10.11102446,-0.0008248830427,0.6942604868,0.1745329252
0.036,20.18088786,299.6379968,0.03489175407,5.050797177,-10.11417258,-0.0008485363395,0.6943989624,0.1745329252
0.037,20.18593866,299.6278826,0.03489090554,5.052213384,-10.11731936,-0.0008721943541,0.6945374,0.1745329252
0.038,20.19099087,299.6177653,0.03489003334,5.053629867,-10.12046482,-0.0008958570853,0.6946757995,0.1745329252
0.039,20.1960445,299.6076448,0.03488913749,5.055046627,-10.12360894,-0.0009195245317,0.6948141608,0.1745329252
0.04,20.20109955,299.5975212,0.03488821796,5.056463664,-10.12675174,-0.0009431966921,0.6949524841,0.1745329252
0.041,20.20615601,299.5873945,0.03488727476,5.057880976,-10.12989321,-0.0009668735651,0.6950907693,0.1745329252
0.042,20.21121389,299.5772646,0.03488630789,5.059298564,-10.13303335,-0.0009905551494,0.6952290165,0.1745329252
0.043,20.21627319,299.5671315,0.03488531734,5.060716427,-10.13617216,-0.001014241444,0.6953672256,0.1745329252
0.044,20.2213339,299.5569954,0.03488430309,5.062134565,-10.13930965,-0.001037932447,0.6955053966,0.1745329252
0.045,20.22639604,299.5468561,0.03488326516,5.063552979,-10.1424458,-0.001061628158,0.6956435296,0.1745329252
0.046,20.23145959,299.5367136,0.03488220353,5.064971668,-10.14558063,-0.001085328574,0.6957816246,0.1745329252
0.047,20.23652456,299.526568,0.03488111821,5.06639063,-10.14871414,-0.001109033696,0.6959196815,0.1745329252
0.048,20.24159095,299.5164193,0.03488000917,5.067809868,-10.15184632,-0.001132743521,0.6960577004,0.1745329252
0.049,20.24665876,299.5062675,0.03487887643,5.069229379,-10.15497717,-0.001156458049,0.6961956814,0.1745329252
0.05,20.25172799,299.4961125,0.03487771997,5.070649164,-10.15810669,-0.001180177277,0.6963336243,0.1745329252
0.051,20.25679864,299.4859544,0.03487653979,5.072069223,-10.16123489,-0.001203901205,0.6964715292,0.1745329252
0.052,20.26187071,299.4757932,0.03487533589,5.073489555,-10.16436177,-0.001227629832,0.6966093962,0.1745329252
0.053,20.2669442,299.4656288,0.03487410826,5.07491016,-10.16748732,-0.001251363155,0.6967472251,0.1745329252
0.054,20.27201911,299.4554613,0.0348728569,5.076331038,-10.17061155,-0.001275101175,0.6968850162,0.1745329252
0.055,20.27709544,299.4452907,0.0348715818,5.077752189,-10.17373445,-0.001298843889,0.6970227692,0.1745329252
0.056,20.2821732,299.435117,0.03487028295,5.079173612,-10.17685603,-0.001322591296,0.6971604843,0.1745329252
0.057,20.28725237,299.4249401,0.03486896036,5.080595307,-10.17997628,-0.001346343395,0.6972981615,0.1745329252
0.058,20.29233296,299.4147601,0.03486761402,5.082017274,-10.18309522,-0.001370100185,0.6974358007,0.1745329252
0.059,20.29741498,299.404577,0.03486624392,5.083439513,-10.18621283,-0.001393861664,0.697573402,0.1745329252
0.06,20.30249842,299.3943908,0.03486485006,5.084862023,-10.18932911,-0.001417627831,0.6977109654,0.1745329252
0.061,20.30758328,299.3842015,0.03486343243,5.086284805,-10.19244408,-0.001441398685,0.6978484909,0.1745329252
0.062,20.31266957,299.374009,0.03486199103,5.087707857,-10.19555772,-0.001465174224,0.6979859785,0.1745329252
0.063,20.31775728,299.3638135,0.03486052586,5.08913118,-10.19867005,-0.001488954447,0.6981234283,0.1745329252
0.064,20.32284641,299.3536148,0.0348590369,5.090554774,-10.20178105,-0.001512739354,0.6982608401,0.1745329252
0.065,20.32793696,299.343413,0.03485752416,5.091978637,-10.20489073,-0.001536528942,0.6983982141,0.1745329252
0.066,20.33302894,299.3332082,0.03485598763,5.093402771,-10.20799909,-0.00156032321,0.6985355502,0.1745329252
0.067,20.33812234,299.3230002,0.03485442731,5.094827175,-10.21110613,-0.001584122157,0.6986728484,0.1745329252
0.068,20.34321717,299.312789,0.03485284319,5.096251848,-10.21421185,-0.001607925782,0.6988101088,0.1745329252
0.069,20.34831342,299.3025748,0.03485123526,5.09767679,-10.21731625,-0.001631734084,0.6989473314,0.1745329252
0.07,20.3534111,299.2923575,0.03484960353,5.099102001,-10.22041934,-0.00165554706,0.6990845161,0.1745329252
0.071,20.3585102,299.2821371,0.03484794798,5.100527481,-10.2235211,-0.00167936471,0.699221663,0.1745329252
0.072,20.36361073,299.2719136,0.03484626862,5.10195323,-10.22662155,-0.001703187033,0.6993587721,0.1745329252
0.073,20.36871268,299.261687,0.03484456543,5.103379247,-10.22972067,-0.001727014028,0.6994958434,0.1745329252
0.074,20.37381606,299.2514572,0.03484283842,5.104805532,-10.23281848,-0.001750845692,0.6996328769,0.1745329252
0.075,20.37892087,299.2412244,0.03484108757,5.106232085,-10.23591498,-0.001774682025,0.6997698726,0.1745329252
0.076,20.3840271,299.2309885,0.03483931289,5.107658905,-10.23901015,-0.001798523025,0.6999068305,0.1745329252
0.077,20.38913476,299.2207495,0.03483751436,5.109085993,-10.24210401,-0.001822368692,0.7000437507,0.1745329252
0.078,20.39424384,299.2105074,0.034835692,5.110513348,-10.24519655,-0.001846219023,0.7001806331,0.1745329252
0.079,20.39935436,299.2002622,0.03483384578,5.11194097,-10.24828778,-0.001870074018,0.7003174777,0.1745329252
0.08,20.4044663,299.1900139,0.0348319757,5.113368858,-10.25137769,-0.001893933675,0.7004542847,0.1745329252
0.081,20.40957967,299.1797625,0.03483008177,5.114797013,-10.25446628,-0.001917797993,0.7005910538,0.1745329252
0.082,20.41469446,299.1695081,0.03482816397,5.116225433,-10.25755356,-0.001941666971,0.7007277853,0.1745329252
0.083,20.41981069,299.1592505,0.0348262223,5.11765412,-10.26063953,-0.001965540607,0.700864479,0.1745329252
0.084,20.42492834,299.1489899,0.03482425676,5.119083072,-10.26372418,-0.0019894189,0.701001135,0.1745329252
0.085,20.43004743,299.1387261,0.03482226734,5.12051229,-10.26680751,-0.002013301849,0.7011377533,0.1745329252
0.086,20.43516794,299.1284593,0.03482025404,5.121941773,-10.26988953,-0.002037189453,0.7012743339,0.1745329252
0.087,20.44028988,299.1181894,0.03481821685,5.123371521,-10.27297024,-0.00206108171,0.7014108768,0.1745329252
0.088,20.44541325,299.1079165,0.03481615577,5.124801533,-10.27604964,-0.002084978619,0.7015473821,0.1745329252
0.089,20.45053805,299.0976404,0.03481407079,5.12623181,-10.27912772,-0.002108880179,0.7016838496,0.1745329252
0.09,20.45566429,299.0873613,0.03481196191,5.127662351,-10.28220449,-0.002132786388,0.7018202795,0.1745329252
0.091,20.46079195,299.0770791,0.03480982913,5.129093156,-10.28527995,-0.002156697245,0.7019566718,0.1745329252
0.092,20.46592104,299.0667938,0.03480767243,5.130524225,-10.2883541,-0.002180612749,0.7020930264,0.1745329252
0.093,20.47105156,299.0565055,0.03480549182,5.131955557,-10.29142693,-0.002204532899,0.7022293434,0.1745329252
0.094,20.47618352,299.046214,0.03480328728,5.133387152,-10.29449846,-0.002228457693,0.7023656228,0.1745329252
0.095,20.48131691,299.0359195,0.03480105883,5.134819011,-10.29756867,-0.00225238713,0.7025018645,0.1745329252
0.096,20.48645173,299.025622,0.03479880644,5.136251132,-10.30063757,-0.002276321208,0.7026380686,0.1745329252
0.097,20.49158798,299.0153213,0.03479653012,5.137683515,-10.30370516,-0.002300259927,0.7027742351,0.1745329252
0.098,20.49672566,299.0050176,0.03479422986,5.139116161,-10.30677145,-0.002324203286,0.7029103641,0.1745329252
0.099,20.50186478,298.9947108,0.03479190565,5.140549069,-10.30983642,-0.002348151282,0.7030464554,0.1745329252
0.1,20.50700533,298.984401,0.0347895575,5.141982238,-10.31290008,-0.002372103915,0.7031825092,0.1745329252
0.101,20.51214731,298.9740881,0.0347871854,5.143415669,-10.31596244,-0.002396061183,0.7033185253,0.1745329252
0.102,20.51729072,298.9637722,0.03478478934,5.144849362,-10.31902348,-0.002420023085,0.703454504,0.1745329252
0.103,20.52243557,298.9534531,0.03478236932,5.146283315,-10.32208322,-0.00244398962,0.7035904451,0.1745329252
0.104,20.52758186,298.943131,0.03477992533,5.147717529,-10.32514165,-0.002467960786,0.7037263486,0.1745329252
0.105,20.53272957,298.9328059,0.03477745736,5.149152004,-10.32819877,-0.002491936583,0.7038622146,0.1745329252
0.106,20.53787873,298.9224777,0.03477496543,5.150586739,-10.33125459,-0.002515917008,0.7039980431,0.1745329252
0.107,20.54302931,298.9121464,0.03477244951,5.152021733,-10.33430909,-0.002539902061,0.704133834,0.1745329252
0.108,20.54818134,298.9018121,0.03476990961,5.153456988,-10.33736229,-0.002563891741,0.7042695874,0.1745329252
0.109,20.55333479,298.8914748,0.03476734572,5.154892502,-10.34041419,-0.002587886045,0.7044053034,0.1745329252
0.11,20.55848968,298.8811344,0.03476475783,5.156328276,-10.34346478,-0.002611884974,0.7045409818,0.1745329252
0.111,20.56364601,298.8707909,0.03476214595,5.157764309,-10.34651406,-0.002635888525,0.7046766228,0.1745329252
0.112,20.56880378,298.8604444,0.03475951006,5.1592006,-10.34956204,-0.002659896697,0.7048122262,0.1745329252
0.113,20.57396298,298.8500948,0.03475685016,5.16063715,-10.35260871,-0.002683909489,0.7049477922,0.1745329252
0.114,20.57912361,298.8397422,0.03475416625,5.162073958,-10.35565408,-0.0027079269,0.7050833208,0.1745329252
0.115,20.58428569,298.8293866,0.03475145832,5.163511025,-10.35869814,-0.002731948928,0.7052188119,0.1745329252
0.116,20.5894492,298.8190279,0.03474872638,5.164948349,-10.3617409,-0.002755975573,0.7053542655,0.1745329252
0.117,20.59461415,298.8086661,0.0347459704,5.16638593,-10.36478236,-0.002780006832,0.7054896817,0.1745329252
0.118,20.59978053,298.7983013,0.03474319039,5.16782377,-10.36782251,-0.002804042705,0.7056250605,0.1745329252
0.119,20.60494836,298.7879335,0.03474038635,5.169261866,-10.37086136,-0.00282808319,0.7057604019,0.1745329252
0.12,20.61011762,298.7775627,0.03473755827,5.170700219,-10.37389891,-0.002852128287,0.7058957058,0.1745329252
0.121,20.61528832,298.7671888,0.03473470614,5.172138828,-10.37693515,-0.002876177993,0.7060309724,0.1745329252
0.122,20.62046046,298.7568118,0.03473182996,5.173577694,-10.37997009,-0.002900232307,0.7061662015,0.1745329252
0.123,20.62563404,298.7464319,0.03472892973,5.175016816,-10.38300373,-0.002924291229,0.7063013933,0.1745329252
0.124,20.63080905,298.7360488,0.03472600544,5.176456194,-10.38603607,-0.002948354757,0.7064365477,0.1745329252
0.125,20.63598551,298.7256628,0.03472305708,5.177895828,-10.38906711,-0.002972422889,0.7065716647,0.1745329252
0.126,20.64116341,298.7152737,0.03472008466,5.179335717,-10.39209685,-0.002996495625,0.7067067443,0.1745329252
0.127,20.64634274,298.7048816,0.03471708816,5.180775861,-10.39512528,-0.003020572963,0.7068417866,0.1745329252
0.128,20.65152352,298.6944865,0.03471406759,5.18221626,-10.39815242,-0.003044654902,0.7069767916,0.1745329252
0.129,20.65670573,298.6840884,0.03471102294,5.183656913,-10.40117826,-0.00306874144,0.7071117592,0.1745329252
0.13,20.66188939,298.6736872,0.0347079542,5.185097821,-10.40420279,-0.003092832577,0.7072466894,0.1745329252
0.131,20.66707449,298.663283,0.03470486136,5.186538983,-10.40722603,-0.003116928311,0.7073815824,0.1745329252
0.132,20.67226103,298.6528758,0.03470174443,5.187980399,-10.41024797,-0.00314102864,0.7075164381,0.1745329252
0.133,20.67744901,298.6424655,0.03469860341,5.189422068,-10.41326861,-0.003165133564,0.7076512564,0.1745329252
0.134,20.68263843,298.6320522,0.03469543827,5.190863991,-10.41628795,-0.003189243082,0.7077860374,0.1745329252
0.135,20.68782929,298.621636,0.03469224903,5.192306167,-10.41930599,-0.003213357191,0.7079207812,0.1745329252
0.136,20.6930216,298.6112167,0.03468903567,5.193748596,-10.42232274,-0.003237475891,0.7080554877,0.1745329252
0.137,20.69821535,298.6007943,0.0346857982,5.195191278,-10.42533819,-0.00326159918,0.7081901569,0.1745329252
0.138,20.70341054,298.590369,0.0346825366,5.196634212,-10.42835234,-0.003285727058,0.7083247888,0.1745329252
0.139,20.70860717,298.5799406,0.03467925087,5.198077398,-10.4313652,-0.003309859522,0.7084593835,0.1745329252
0.14,20.71380525,298.5695093,0.03467594101,5.199520836,-10.43437676,-0.003333996572,0.7085939409,0.1745329252
0.141,20.71900477,298.5590749,0.03467260701,5.200964525,-10.43738702,-0.003358138206,0.7087284611,0.1745329252
0.142,20.72420574,298.5486375,0.03466924888,5.202408466,-10.44039599,-0.003382284424,0.7088629441,0.1745329252
0.143,20.72940814,298.5381971,0.03466586659,5.203852659,-10.44340366,-0.003406435223,0.7089973898,0.1745329252
0.144,20.734612,298.5277537,0.03466246016,5.205297102,-10.44641004,-0.003430590603,0.7091317984,0.1745329252
0.145,20.73981729,298.5173073,0.03465902957,5.206741795,-10.44941512,-0.003454750562,0.7092661697,0.1745329252
0.146,20.74502404,298.5068579,0.03465557481,5.208186739,-10.45241891,-0.003478915099,0.7094005038,0.1745329252
0.147,20.75023222,298.4964055,0.0346520959,5.209631934,-10.4554214,-0.003503084213,0.7095348008,0.1745329252
0.148,20.75544186,298.48595,0.03464859282,5.211077378,-10.4584226,-0.003527257902,0.7096690605,0.1745329252
0.149,20.76065293,298.4754916,0.03464506556,5.212523072,-10.46142251,-0.003551436165,0.7098032831,0.1745329252
0.15,20.76586546,298.4650302,0.03464151412,5.213969015,-10.46442112,-0.003575619002,0.7099374685,0.1745329252
0.151,20.77107942,298.4545658,0.0346379385,5.215415207,-10.46741844,-0.00359980641,0.7100716167,0.1745329252
0.152,20.77629484,298.4440984,0.0346343387,5.216861649,-10.47041447,-0.003623998388,0.7102057278,0.1745329252
0.153,20.7815117,298.4336279,0.0346307147,5.218308339,-10.4734092,-0.003648194936,0.7103398018,0.1745329252
0.154,20.78673001,298.4231545,0.0346270665,5.219755277,-10.47640265,-0.003672396051,0.7104738386,0.1745329252
0.155,20.79194976,298.4126781,0.03462339411,5.221202463,-10.4793948,-0.003696601733,0.7106078383,0.1745329252
0.156,20.79717097,298.4021987,0.0346196975,5.222649898,-10.48238566,-0.00372081198,0.7107418009,0.1745329252
0.157,20.80239362,298.3917164,0.03461597669,5.22409758,-10.48537523,-0.003745026792,0.7108757264,0.1745329252
0.158,20.80761771,298.381231,0.03461223167,5.225545509,-10.48836351,-0.003769246166,0.7110096148,0.1745329252
0.159,20.81284326,298.3707426,0.03460846242,5.226993686,-10.4913505,-0.003793470102,0.7111434661,0.1745329252
0.16,20.81807025,298.3602513,0.03460466895,5.22844211,-10.4943362,-0.003817698598,0.7112772803,0.1745329252
0.161,20.8232987,298.3497569,0.03460085125,5.22989078,-10.49732061,-0.003841931653,0.7114110574,0.1745329252
0.162,20.82852859,298.3392596,0.03459700932,5.231339696,-10.50030373,-0.003866169266,0.7115447975,0.1745329252
0.163,20.83375993,298.3287593,0.03459314315,5.232788859,-10.50328556,-0.003890411435,0.7116785005,0.1745329252
0.164,20.83899272,298.318256,0.03458925274,5.234238268,-10.50626611,-0.00391465816,0.7118121664,0.1745329252
0.165,20.84422695,298.3077498,0.03458533808,5.235687922,-10.50924536,-0.003938909438,0.7119457953,0.1745329252
0.166,20.84946264,298.2972405,0.03458139917,5.237137822,-10.51222333,-0.00396316527,0.7120793872,0.1745329252
0.167,20.85469978,298.2867283,0.03457743601,5.238587967,-10.51520001,-0.003987425652,0.712212942,0.1745329252
0.168,20.85993837,298.2762131,0.03457344858,5.240038356,-10.5181754,-0.004011690585,0.7123464598,0.1745329252
0.169,20.86517841,298.2656949,0.03456943689,5.241488991,-10.52114951,-0.004035960067,0.7124799406,0.1745329252
0.17,20.87041989,298.2551738,0.03456540093,5.242939869,-10.52412232,-0.004060234096,0.7126133844,0.1745329252
0.171,20.87566283,298.2446496,0.0345613407,5.244390992,-10.52709385,-0.004084512672,0.7127467912,0.1745329252
0.172,20.88090723,298.2341225,0.03455725618,5.245842359,-10.5300641,-0.004108795793,0.7128801611,0.1745329252
0.173,20.88615307,298.2235925,0.03455314739,5.24729397,-10.53303306,-0.004133083458,0.7130134939,0.1745329252
0.174,20.89140036,298.2130594,0.0345490143,5.248745823,-10.53600073,-0.004157375666,0.7131467898,0.1745329252
0.175,20.89664911,298.2025234,0.03454485693,5.25019792,-10.53896712,-0.004181672414,0.7132800487,0.1745329252
0.176,20.90189931,298.1919845,0.03454067526,5.25165026,-10.54193223,-0.004205973703,0.7134132706,0.1745329252
0.177,20.90715096,298.1814425,0.03453646928,5.253102843,-10.54489605,-0.004230279531,0.7135464556,0.1745329252
0.178,20.91240406,298.1708976,0.034532239,5.254555668,-10.54785858,-0.004254589897,0.7136796037,0.1745329252
0.179,20.91765861,298.1603498,0.03452798441,5.256008735,-10.55081983,-0.004278904798,0.7138127148,0.1745329252
0.18,20.92291462,298.149799,0.03452370551,5.257462043,-10.5537798,-0.004303224235,0.713945789,0.1745329252
0.181,20.92817209,298.1392452,0.03451940228,5.258915594,-10.55673849,-0.004327548206,0.7140788263,0.1745329252
0.182,20.933431,298.1286885,0.03451507473,5.260369386,-10.55969589,-0.004351876709,0.7142118267,0.1745329252
0.183,20.93869137,298.1181288,0.03451072286,5.261823419,-10.56265201,-0.004376209743,0.7143447902,0.1745329252
0.184,20.94395319,298.1075661,0.03450634665,5.263277693,-10.56560684,-0.004400547308,0.7144777168,0.1745329252
0.185,20.94921647,298.0970005,0.0345019461,5.264732207,-10.5685604,-0.004424889401,0.7146106065,0.1745329252
0.186,20.9544812,298.0864319,0.03449752121,5.266186962,-10.57151267,-0.004449236022,0.7147434594,0.1745329252
0.187,20.95974739,298.0758604,0.03449307198,5.267641957,-10.57446367,-0.004473587169,0.7148762754,0.1745329252
0.188,20.96501503,298.065286,0.03448859839,5.269097191,-10.57741338,-0.004497942841,0.7150090545,0.1745329252
0.189,20.97028413,298.0547085,0.03448410045,5.270552666,-10.58036181,-0.004522303037,0.7151417968,0.1745329252
0.19,20.97555468,298.0441282,0.03447957814,5.272008379,-10.58330896,-0.004546667755,0.7152745022,0.1745329252
0.191,20.98082669,298.0335449,0.03447503147,5.273464332,-10.58625483,-0.004571036994,0.7154071708,0.1745329252
0.192,20.98610016,298.0229586,0.03447046044,5.274920524,-10.58919942,-0.004595410754,0.7155398026,0.1745329252
0.193,20.99137508,298.0123694,0.03446586503,5.276376954,-10.59214273,-0.004619789032,0.7156723975,0.1745329252
0.194,20.99665145,298.0017773,0.03446124524,5.277833622,-10.59508476,-0.004644171828,0.7158049556,0.1745329252
0.195,21.00192929,297.9911822,0.03445660107,5.279290529,-10.59802551,-0.00466855914,0.715937477,0.1745329252
0.196,21.00720858,297.9805842,0.03445193251,5.280747673,-10.60096498,-0.004692950967,0.7160699615,0.1745329252
0.197,21.01248932,297.9699832,0.03444723956,5.282205055,-10.60390318,-0.004717347307,0.7162024093,0.1745329252
0.198,21.01777153,297.9593793,0.03444252221,5.283662675,-10.6068401,-0.004741748161,0.7163348202,0.1745329252
0.199,21.02305519,297.9487725,0.03443778046,5.285120531,-10.60977574,-0.004766153525,0.7164671945,0.1745329252
0.2,21.02834031,297.9381627,0.03443301431,5.286578624,-10.6127101,-0.004790563399,0.7165995319,0.1745329252
0.201,21.03362689,297.92755,0.03442822374,5.288036954,-10.61564319,-0.004814977782,0.7167318326,0.1745329252
0.202,21.03891493,297.9169343,0.03442340877,5.28949552,-10.618575,-0.004839396673,0.7168640965,0.1745329252
0.203,21.04420442,297.9063158,0.03441856937,5.290954322,-10.62150553,-0.004863820069,0.7169963237,0.1745329252
0.204,21.04949538,297.8956943,0.03441370555,5.29241336,-10.62443479,-0.004888247971,0.7171285142,0.1745329252
0.205,21.05478779,297.8850698,0.0344088173,5.293872633,-10.62736277,-0.004912680376,0.717260668,0.1745329252
0.206,21.06008166,297.8744425,0.03440390462,5.295332141,-10.63028947,-0.004937117284,0.717392785,0.1745329252
0.207,21.065377,297.8638122,0.0343989675,5.296791885,-10.63321491,-0.004961558693,0.7175248653,0.1745329252
0.208,21.07067379,297.8531789,0.03439400594,5.298251863,-10.63613906,-0.004986004602,0.717656909,0.1745329252
0.209,21.07597204,297.8425428,0.03438901994,5.299712076,-10.63906194,-0.005010455009,0.7177889159,0.1745329252
0.21,21.08127175,297.8319037,0.03438400949,5.301172523,-10.64198355,-0.005034909914,0.7179208862,0.1745329252
0.211,21.08657292,297.8212618,0.03437897458,5.302633204,-10.64490389,-0.005059369316,0.7180528198,0.1745329252
0.212,21.09187556,297.8106169,0.03437391521,5.304094119,-10.64782295,-0.005083833212,0.7181847167,0.1745329252
0.213,21.09717965,297.799969,0.03436883137,5.305555268,-10.65074073,-0.005108301602,0.7183165769,0.1745329252
0.214,21.10248521,297.7893183,0.03436372307,5.307016649,-10.65365725,-0.005132774484,0.7184484005,0.1745329252
0.215,21.10779222,297.7786646,0.0343585903,5.308478264,-10.65657249,-0.005157251858,0.7185801875,0.1745329252
0.216,21.1131007,297.7680081,0.03435343304,5.309940111,-10.65948646,-0.005181733721,0.7187119378,0.1745329252
0.217,21.11841064,297.7573486,0.03434825131,5.311402191,-10.66239916,-0.005206220073,0.7188436515,0.1745329252
0.218,21.12372204,297.7466862,0.03434304509,5.312864502,-10.66531058,-0.005230710913,0.7189753286,0.1745329252
0.219,21.12903491,297.7360209,0.03433781438,5.314327046,-10.66822074,-0.005255206239,0.7191069691,0.1745329252
0.22,21.13434924,297.7253526,0.03433255917,5.315789822,-10.67112962,-0.005279706049,0.719238573,0.1745329252
0.221,21.13966503,297.7146815,0.03432727947,5.317252829,-10.67403724,-0.005304210344,0.7193701402,0.1745329252
0.222,21.14498228,297.7040075,0.03432197526,5.318716067,-10.67694358,-0.005328719121,0.7195016709,0.1745329252
0.223,21.15030099,297.6933305,0.03431664654,5.320179536,-10.67984865,-0.005353232379,0.719633165,0.1745329252
0.224,21.15562117,297.6826507,0.03431129331,5.321643235,-10.68275245,-0.005377750117,0.7197646226,0.1745329252
0.225,21.16094282,297.6719679,0.03430591556,5.323107166,-10.68565499,-0.005402272334,0.7198960435,0.1745329252
0.226,21.16626592,297.6612823,0.03430051328,5.324571326,-10.68855625,-0.005426799029,0.7200274279,0.1745329252
0.227,21.1715905,297.6505937,0.03429508648,5.326035716,-10.69145625,-0.005451330199,0.7201587758,0.1745329252
0.228,21.17691653,297.6399023,0.03428963515,5.327500336,-10.69435498,-0.005475865845,0.7202900871,0.1745329252
0.229,21.18224403,297.6292079,0.03428415929,5.328965185,-10.69725244,-0.005500405964,0.7204213619,0.1745329252
0.23,21.187573,297.6185107,0.03427865888,5.330430263,-10.70014863,-0.005524950556,0.7205526002,0.1745329252
0.231,21.19290343,297.6078105,0.03427313393,5.33189557,-10.70304355,-0.005549499619,0.7206838019,0.1745329252
0.232,21.19823532,297.5971075,0.03426758443,5.333361106,-10.70593721,-0.005574053153,0.7208149672,0.1745329252
0.233,21.20356868,297.5864015,0.03426201038,5.33482687,-10.7088296,-0.005598611154,0.7209460959,0.1745329252
0.234,21.20890351,297.5756927,0.03425641177,5.336292862,-10.71172072,-0.005623173624,0.7210771882,0.1745329252
0.235,21.2142398,297.564981,0.03425078859,5.337759082,-10.71461058,-0.00564774056,0.721208244,0.1745329252
0.236,21.21957756,297.5542664,0.03424514085,5.339225529,-10.71749917,-0.00567231196,0.7213392632,0.1745329252
0.237,21.22491679,297.5435489,0.03423946854,5.340692204,-10.72038649,-0.005696887825,0.7214702461,0.1745329252
0.238,21.23025748,297.5328285,0.03423377165,5.342159106,-10.72327255,-0.005721468152,0.7216011924,0.1745329252
0.239,21.23559964,297.5221052,0.03422805019,5.343626234,-10.72615735,-0.00574605294,0.7217321023,0.1745329252
0.24,21.24094327,297.5113791,0.03422230413,5.34509359,-10.72904088,-0.005770642189,0.7218629758,0.1745329252
